pmid,allauthors,num_label
24735862,Thaiyah Andrew G,28563
24735862,Thoithi Grace N,28639
24735823,Omole Ruth A,22811
24735823,Gathirwa Jeremiah,6881
24735823,Akala Hosea,617
24735823,Machocho Alex K,14480
24735823,Hassanali Ahmed,8391
24735823,Ndiege Isaiah O,19608
24735258,Torres Victorio,28933
24735258,Bedell Richard Albert,2238
24735258,Wachira Mary Njoki,29576
24735258,Dalmau David,4817
24733880,Sarnquist Clea,26438
24733880,Omondi Benjamin,22859
24733880,Sinclair Jake,27357
24733880,Gitau Carolinah,7310
24733880,Paiva Lee,24219
24733880,Mulinge Munyae,17744
24733880,Cornfield David N,4575
24733880,Maldonado Yvonne,14984
24733021,Angira Frank,1203
24733021,Masaba Rose,15420
24733021,Lando Richard,13308
24732825,Wafula Rose,29631
24732825,Masyuko Sarah,15528
24732825,Ng'ang'a Lucy,19947
24732825,Kim Andrea A,11618
24732825,Gichangi Anthony,7112
24732825,Mukui Irene,17667
24732825,Batuka James,2131
24732825,Ngugi Evelyn W,20202
24732825,Maina William K,14797
24732825,Schwarcz Sandra,26672
24732824,Lee Veronica C,13574
24732824,Muriithi Patrick,18060
24732824,Gilbert-Nandra Ulrike,7236
24732824,Kim Andrea A,11618
24732824,Schmitz Mary E,26596
24732824,Odek James,21658
24732824,Mokaya Rose,16915
24732824,Galbraith Jennifer S,6738
24732823,Ng'eno Bernadette,19974
24732823,Mwangi Ann,18854
24732823,Ng'ang'a Lucy,19947
24732823,Kim Andrea A,11618
24732823,Waruru Anthony,30420
24732823,Mukui Irene,17667
24732823,Ngugi Evelyn W,20202
24732823,Rutherford George W,26086
24732822,Sirengo Martin,27429
24732822,Muthoni Lilly,18460
24732822,Kellogg Timothy A,11071
24732822,Kim Andrea A,11618
24732822,Katana Abraham,10884
24732822,Mwanyumba Sophie,19019
24732822,Kimanga Davies O,11674
24732822,Maina William K,14797
24732822,Muraguri Nicolas,18001
24732822,Elly Benjamin,5790
24732822,Rutherford George W,26086
24732821,Githuka George,7415
24732821,Hladik Wolfgang,8708
24732821,Mwalili Samuel,18787
24732821,Cherutich Peter,4085
24732821,Muthui Mercy,18465
24732821,Gitonga Joshua,7444
24732821,Maina William K,14797
24732821,Kim Andrea A,11618
24732820,Galbraith Jennifer S,6738
24732820,Ochieng Athanasius,21501
24732820,Mwalili Samuel,18787
24732820,Emusu Donath,5855
24732820,Mwandi Zebedee,18829
24732820,Kim Andrea A,11618
24732820,Rutherford George,26085
24732820,Maina William K,14797
24732820,Kimanga Davies O,11674
24732820,Chesang Kipruto,4088
24732820,Cherutich Peter,4085
24732819,Waruiru Wanjiru,30418
24732819,Kim Andrea A,11618
24732819,Kimanga Davies O,11674
24732819,Ng'ang'a James,19939
24732819,Schwarcz Sandra,26672
24732819,Kimondo Lucy,11793
24732819,Ng'ang'a Anne,19928
24732819,Umuro Mamo,29186
24732819,Mwangi Mary,18926
24732819,Ojwang' James K,22210
24732819,Maina William K,14797
24732818,Ng'ang'a Anne,19928
24732818,Waruiru Wanjiru,30418
24732818,Ngare Carol,20039
24732818,Ssempijja Victor,27795
24732818,Gachuki Thomas,6664
24732818,Njoroge Inviolata,20620
24732818,Oluoch Patricia,22663
24732818,Kimanga Davies O,11674
24732818,Maina William K,14797
24732818,Mpazanje Rex,17239
24732818,Kim Andrea A,11618
24732817,Maina William K,14797
24732817,Kim Andrea A,11618
24732817,Rutherford George W,26086
24732817,Harper Malayah,8297
24732817,K'Oyugi Boniface O,9933
24732817,Sharif Shahnaaz,26967
24732817,Kichamu George,11460
24732817,Muraguri Nicholas M,18000
24732817,Akhwale Willis,654
24732817,De Cock Kevin M,4979
24732816,Ojwang' James K,22210
24732816,Lee Veronica C,13574
24732816,Waruru Anthony,30420
24732816,Ssempijja Victor,27795
24732816,Ng'ang'a John G,19942
24732816,Wakhutu Brian E,29789
24732816,Kandege Nicholas O,10423
24732816,Koske Danson K,12709
24732816,Kamiru Samuel M,10364
24732816,Omondi Kenneth O,22882
24732816,Kakinyi Mutua,10186
24732816,Kim Andrea A,11618
24732816,Oluoch Tom,22665
24732815,Odhiambo Jacob O,21757
24732815,Kellogg Timothy A,11071
24732815,Kim Andrea A,11618
24732815,Ng'ang'a Lucy,19947
24732815,Mukui Irene,17667
24732815,Umuro Mamo,29186
24732815,Mohammed Ibrahim,16882
24732815,De Cock Kevin M,4979
24732815,Kimanga Davies O,11674
24732815,Schwarcz Sandra,26672
24732814,Mbithi Agneta,15830
24732814,Gichangi Anthony,7112
24732814,Kim Andrea A,11618
24732814,Katana Abraham,10884
24732814,Weyenga Herman,30789
24732814,Williamson John,30945
24732814,Robinson Katherine,25706
24732814,Oluoch Tom,22665
24732814,Maina William K,14797
24732814,Kellogg Timothy A,11071
24732814,De Cock Kevin M,4979
24732813,De Cock Kevin M,4979
24732813,Rutherford George W,26086
24732813,Akhwale Willis,654
24732034,Kagendo D,10049
24732034,Magambo J,14583
24732034,Agola E L,506
24732034,Njenga S M,20475
24732034,Zeyhle E,31542
24732034,Mulinge E,17740
24732034,Gitonga P,7453
24732034,Mbae C,15748
24732034,Muchiri E,17317
24731733,Godia Pamela M,7534
24731733,Olenja Joyce M,22551
24731733,Hofman Jan J,8756
24731733,van den Broek Nynke,31840
24730670,Kimani James,11700
24729311,di Summa Michele,31757
24729311,Iezzi Federica,9153
24729311,Oburu Gilbert,21468
24729311,Mehta Nikita,16301
24726703,Chang Joy,3814
24726703,Omuomo Kenneth,22951
24726703,Anyango Emily,1249
24726703,Kingwara Leonard,11885
24726703,Basiye Frank,2085
24726703,Morwabe Alex,17129
24726703,Shanmugam Vedapuri,26950
24726703,Nguyen Shon,20293
24726703,Sabatier Jennifer,26135
24726703,Zeh Clement,31517
24726703,Ellenberger Dennis,5764
24726228,Lemorini Cristina,13634
24726228,Plummer Thomas W,24833
24726228,Crittenden Alyssa N,4682
24726228,Hertel Fritz,8605
24726228,Schoeninger Margaret J,26618
24726228,Potts Richard,24926
24722748,Amuyunzu-Nyamongo Mary,1069
24722748,Owuor Jared O,24073
24722748,Blanchard Claire,2689
24718378,Forrestel A K,6439
24718378,Naujokas A,19473
24718378,Martin J N,15360
24718378,Maurer T A,15687
24718378,McCalmont T H,16061
24718378,Busakhala N,3408
24718378,Amerson Erin H,985
24717509,Mbow Cheikh,15893
24716788,Ogada Darcy L,21947
24716579,Matheka Duncan Mwangangi,15576
24716579,Nderitu Joseph,19579
24716579,Mutonga Daniel,18555
24716579,Otiti Mary Iwaret,23827
24716579,Siegel Karen,27215
24716579,Demaio Alessandro Rhyll,5080
24714095,Zeh Clement,31517
24713824,Mulwa R K,17786
24713824,Gassert F,6846
24713824,Borghesio L,2863
24713353,Mûnene Edwin,19235
24712340,Choge Joseph K,4200
24712340,Magak Ng'wena G,14576
24712340,Akhwale Willis,654
24712340,Koech Julius,12462
24712340,Ngeiywa Moses M,20072
24712340,Oyoo-Okoth Elijah,24154
24712340,Esamai Fabian,5921
24712340,Osano Odipo,23535
24712340,Khayeka-Wandabwa Christopher,11304
24712340,Kweka Eliningaya J,13081
24709890,Berg Anne T,2378
24709890,Newton Charles R,19901
24708655,Gichuhi Stephen,7157
24708655,Onyuma Timothy,23307
24708655,Macharia Ephantus,14409
24708655,Kabiru Joy,9990
24708655,Zindamoyen Alain M'bongo,31617
24708655,Sagoo Mandeep S,26177
24708655,Burton Matthew J,3399
24707325,Mwangi Mary,18926
24707325,Kellogg Timothy A,11071
24707325,Dadabhai Sufia S,4795
24707325,Bunnell Rebecca,3342
24707325,Baltazar Godfrey,1897
24707325,Ngare Carol,20039
24707325,K'opiyo George,9935
24707325,Mburu Margaret,15989
24707325,Kim Andrea A,11618
24705319,Moss Cynthia J,17177
24705319,Lee Phyllis C,13565
24705319,Douglas-Hamilton Iain,5388
24700979,Leslie Hannah H,13671
24700979,Abdulrahim Naila,93
24700979,Maloba May,15029
24700979,Bukusi Elizabeth,3312
24699934,O'Connell Kathryn A,21298
24699934,Chavasse Desmond,3878
24699528,Odada Eric,21631
24699502,Odhiambo Gladys O,21751
24699502,Musuva Rosemary M,18301
24699502,Atuncha Vincent O,1531
24699502,Mutete Elizabeth T,18395
24699502,Odiere Maurice R,21791
24699502,Onyango Rosebella O,23279
24699502,Alaii Jane A,736
24699502,Mwinzi Pauline N M,19160
24699034,Noor Abdisalan,20783
24699034,Snow Robert W,27602
24696655,Wanyika Harrison,30295
24696240,Huang Honglei,8951
24696240,Thézénas Marie L,28756
24696240,Karanja Henri,10603
24696240,Kwiatkowski Dominic,13093
24696240,Kessler Benedikt M,11194
24696240,Berkley James A,2403
24696240,Casals-Pascual Climent,3681
24695108,Inzaule Seth,9280
24695108,Otieno Juliana,23747
24695108,Nafisa Lillian,19286
24695108,Kwaro Daniel,13067
24695108,Zeh Clement,31517
24694932,Hickey Matthew D,8628
24694932,Salmen Charles R,26252
24694932,Tessler Robert A,28539
24694932,Omollo Dan,22813
24694932,Bacchetti Peter,1746
24694932,Magerenge Richard,14611
24694932,Mattah Brian,15655
24694932,Salmen Marcus R,26253
24694932,Zoughbie Daniel,31653
24694932,Fiorella Kathryn J,6307
24694932,Geng Elvin,6996
24694932,Njoroge Betty,20603
24694932,Jin Chengshi,9665
24694932,Huang Yong,8961
24694932,Bukusi Elizabeth A,3313
24694932,Cohen Craig R,4407
24694932,Gandhi Monica,6779
24693417,Wanzala Wycliffe,30339
24693417,Hassanali Ahmed,8391
24693417,Mukabana Wolfgang Richard,17618
24690249,Bishop Richard,2634
24690249,Odongo David,21823
24690249,Lekolool Isaac,13611
24690249,Kariuki Edward,10716
24690249,Gakuya Francis,6726
24690249,Kamau Lucy,10303
24690157,Agoti Charles N,521
24690157,Mayieka Lillian M,15725
24690157,Otieno James R,23746
24690157,Ahmed Jamal A,564
24690157,Fields Barry S,6280
24690157,Waiboci Lilian W,29697
24690157,Nyoka Raymond,21202
24690157,Eidex Rachel B,5679
24690157,Marano Nina,15226
24690157,Burton Wagacha,3400
24690157,Montgomery Joel M,16999
24690157,Breiman Robert F,3059
24690157,Nokes D James,20766
24690073,Were Faridah H,30700
24690073,Moturi M Charles,17198
24690073,Gottesfeld P,7679
24690073,Wafula Godfrey A,29618
24690073,Kamau Geoffrey N,10286
24690073,Shiundu Paul M,27142
24685118,Embleton Lonnie,5827
24685118,Ayuku David,1702
24685118,Kamanda Allan,10240
24685118,Atwoli Lukoye,1535
24685118,Ayaya Samuel,1647
24685118,Vreeman Rachel,29511
24685118,Nyandiko Winstone,21089
24685118,Gisore Peter,7291
24685118,Koech Julius,12462
24685118,Braitstein Paula,3004
24683525,Tumlinson Katherine,29103
24683525,Speizer Ilene,27741
24683525,Archer Linda,1307
24683525,Behets Frieda,2264
24679543,Sharrow David,26990
24679543,Ojal John,22164
24679543,Odhiambo Frank,21743
24679543,Shimada Masaaki,27105
24679543,Beguy Donatien,2259
24678655,Kimani James K,11701
24678655,Ettarh Remare,5992
24678655,Warren Charlotte,30392
24678655,Bellows Ben,2315
24678613,Omondi Aduda Dickens S,22850
24678613,Mkhize Nhlanhla,16773
24676389,Breiman Robert F,3059
24676350,Wachira Lucy-Joy M,29574
24676231,Zommers Zinta,31645
24674301,Abdi Abdirahman I,58
24674301,Fegan Gregory,6173
24674301,Muthui Michelle,18466
24674301,Kiragu Esther,12092
24674301,Musyoki Jennifer N,18325
24674301,Opiyo Michael,23366
24674301,Marsh Kevin,15321
24674301,Warimwe George M,30372
24674301,Bull Peter C,3326
24673693,Chakaya Jeremiah,3770
24673693,Raviglione Mario,25346
24672554,Menach Owen Pyeko,16359
24672554,Patel Asmeeta,24382
24672554,Oburra Herbert Ouma,21465
24672173,Ochola Lyticia A,21588
24672173,Ng'wena Gideon M,19985
24672173,Noland Gregory S,20776
24672173,Ondigo Bartholomew N,23026
24672173,Ayodo George,1685
24672173,John Chandy C,9691
24668802,Thornton Philip K,28702
24668802,Ericksen Polly J,5901
24668802,Herrero Mario,8596
24668802,Challinor Andrew J,3780
24667695,Emukule Gideon O,5854
24667695,Khagayi Sammy,11232
24667695,Njuguna Henry N,20686
24667695,Burton Deron,3394
24667695,Montgomery Joel M,16999
24667695,Muthoka Philip,18449
24667695,Mott Joshua A,17192
24667030,Sang Huldah C,26372
24667030,Muchiri Geoffrey,17324
24667030,Ombok Maurice,22753
24667030,Odiere Maurice R,21791
24667030,Mwinzi Pauline N M,19160
24665907,Khalumba Mercelyne,11243
24665907,Wünscher Tobias,31222
24665907,Wunder Sven,31196
24665907,Büdenbender Mirjam,3505
24665907,Holm-Müller Karin,8789
24663961,Zurovac Dejan,31677
24663961,Githinji Sophie,7388
24663961,Memusi Dorothy,16355
24663961,Kigen Samuel,11493
24663961,Machini Beatrice,14472
24663961,Muturi Alex,18650
24663961,Otieno Gabriel,23727
24663961,Snow Robert W,27602
24663961,Nyandigisi Andrew,21084
24662299,Huchko Megan J,8973
24662299,Leslie Hannah,13670
24662299,Maloba May,15029
24662299,Bukusi Elizabeth A,3313
24662299,Cohen Craig R,4407
24661793,Wafula Francis,29616
24661793,Marwa Charles,15407
24661793,McCoy David,16100
24659824,Akinyi Mercy Y,671
24659824,Jeneby Maamun,9612
24659824,Patel Nilesh B,24400
24659824,Altmann Jeanne,895
24659824,Alberts Susan C,761
24659349,De Groote Hugo,4982
24659349,Gunaratna Nilupa S,7946
24659349,Okuro James O,22479
24659349,Wondimu Asrat,31089
24659349,Chege Christine K,3903
24659349,Tomlins Keith,28871
24658411,Wachira Lucy-Joy M,29574
24655859,Libes Jaime M,13791
24655859,Seeley Erin H,26762
24655859,Li Ming,13759
24655859,Axt Jason R,1634
24655859,Pierce Janene,24720
24655859,Correa Hernan,4579
24655859,Newton Mark,19908
24655859,Hansen Erik,8241
24655859,Judd Audra,9841
24655859,McDonald Hayes,16118
24655859,Caprioli Richard M,3602
24655859,Naranjo Arlene,19418
24655859,Huff Vicki,8988
24655859,O'Neill James A,21320
24655859,Lovvorn Harold N,14098
24655403,Newton Charles R,19901
24655402,Samia Pauline,26275
24655402,Bearden David,2199
24651488,Masiga Daniel K,15463
24651115,Njenga Frank Gitau,20454
24650739,Agot Kawango,517
24650739,Naanyu Violet,19254
24650739,Morris Martina,17107
24646586,Wamuyu Catherine,30037
24646586,Armes Mary N,1342
24646586,Otieno Benard O,23677
24646586,Bukusi Elizabeth A,3313
24646492,Vusha Sophie,29526
24646492,Ong'ech John O,23067
26423754,Mbuthia G W,16009
26423754,Obala A A,21339
26423754,Nyamogoba H D N,21034
26423754,Simiyu C,27302
26423754,Hedt-Gauthier B L,8486
26423754,Otsyla B K,23837
24643858,Mariner Jeffrey C,15272
24643858,Jones Bryony A,9761
24643858,Hendrickx Saskia,8537
24643858,El Masry Ihab,5726
24643858,Jobre Yilma,9680
24643858,Jost Christine C,9829
24643170,Mutombo Namuunda,18553
24643170,Bakibinga Pauline,1843
24643170,Mukiira Carol,17647
24643170,Kamande Eva,10243
24643142,Echoka Elizabeth,5610
24643142,Makokha Anselimo,14912
24643142,Kombe Yeri,12584
24643142,Nyandieka Lillian,21083
24642911,Abdissa Negera,70
24642911,Induli Martha,9240
24642911,Yenesew Abiy,31354
24642130,Githinji Sophie,7388
24642130,Kigen Samwel,11494
24642130,Memusi Dorothy,16355
24642130,Nyandigisi Andrew,21084
24642130,Wamari Andrew,29936
24642130,Muturi Alex,18650
24642130,Jagoe George,9485
24642130,Ziegler René,31601
24642130,Snow Robert W,27602
24642130,Zurovac Dejan,31677
24639914,Oburu Paul,21469
24637745,Wambugu Peterson,29984
24635055,Samita Fidelis,26277
24635055,Ochieng Charles O,21509
24635055,Owuor Philip O,24088
24635055,Manguro Lawrence A O,15143
24633223,Koyio Lucina N,12762
24633223,Dimba Elizabeth,5256
24630847,Ranciaro Alessia,25272
24630847,Campbell Michael C,3571
24630847,Hirbo Jibril B,8692
24630847,Ko Wen-Ya,12417
24630847,Omar Sabah A,22706
24630847,Tishkoff Sarah A,28809
24628272,Kariuki Samuel,10755
24628272,Dougan Gordon,5385
24627807,Prins Agnes,25020
24627807,Chengo Eddie,4008
24627807,Mung'ala Odera Victor,17855
24627807,Holding Penny,8770
24627807,Fegan Greg,6171
24627807,Newton Charles R,19901
24627140,Mbuku Samuel,15956
24627140,Kosgey Isaac,12706
24627140,Okeyo Mwai,22321
24627140,Kahi Alexander,10098
24625395,Atwoli Lukoye,1535
24625395,Ayuku David,1702
24625395,Koech Julius,12462
24625395,Vreeman Rachel Christine,29513
24625395,Ayaya Samuel,1647
24625395,Braitstein Paula,3004
24624248,Ngure Peter,20266
24624248,Ng'ang'a Zipporah,19964
24624248,Kimutai Albert,11810
24624248,Kepha Stella,11163
24624248,Mong'are Samuel,16981
24624248,Ingonga Johnnie,9247
24624248,Tonui Willy,28894
24624239,Kabiru Caroline W,9984
24624239,Izugbara Chimaraoke O,9422
24624239,Wairimu Joyce,29734
24624239,Amendah Djesika,977
24624239,Ezeh Alex C,6046
24618938,Newman Laura P,19889
24618938,Njoroge Anne,20601
24618938,Ben-Youssef Leila,2326
24618938,Merkel Michele,16408
24618938,Gatuguta Ann,6924
24618938,Ton Quy,28879
24618938,Obimbo Elizabeth Maleche,21398
24618938,Wamalwa Dalton,29925
24618938,Lohman-Payne Barbara,14030
24618938,Richardson Barbra A,25562
24618938,Nduati Ruth,19687
24618938,Farquhar Carey,6121
24618708,Kubata Bruno,12865
24618106,Karanja Benson Wahome,10591
24618106,Oburra Herbert Ouma,21465
24618106,Masinde Peter,15486
24618106,Wamalwa Dalton,29925
24614538,Mutinda Matthew,18503
24614538,Chenge Geoffrey,4007
24614538,Gakuya Francis,6726
24614538,Otiende Moses,23663
24614538,Omondi Patrick,22893
24614538,Kasiki Samuel,10842
24613001,Irimu Grace W,9317
24613001,Greene Alexandra,7796
24613001,Gathara David,6861
24613001,Kihara Harrison,11519
24613001,Maina Christopher,14719
24613001,Mbori-Ngacha Dorothy,15884
24613001,Zurovac Dejan,31677
24613001,Santau Migiro,26411
24613001,Todd Jim,28829
24613001,English Mike,5876
24612254,Tripathi Jaindra N,29009
24612254,Lorenzen Jim,14081
24612254,Bahar Ofir,1778
24612254,Ronald Pamela,25821
24612254,Tripathi Leena,29011
24605478,Lutomiah Joel,14254
24605478,Musila Lillian,18247
24605478,Makio Albina,14901
24605478,Ochieng Caroline,21506
24605478,Koka Hellen,12533
24605478,Chepkorir Edith,4025
24605478,Mutisya James,18539
24605478,Mulwa Francis,17785
24605478,Khamadi Samoel,11246
24605478,Miller Barry R,16575
24605478,Bast Joshua,2099
24605478,Schnabel David,26599
24605478,Wurapa Eyako K,31199
24605478,Sang Rosemary,26381
24605472,Wanja Elizabeth,30192
24605472,Parker Zahra F,24345
24605472,Odusami Oluwakemi,21916
24605472,Rowland Tobin,25982
24605472,Davé Kirti,4945
24605472,Davé Sonia,4946
24605472,Turell Michael J,29117
24603860,Kadivane Samuel,10025
24603860,Ouma Caroline,23891
24602844,Hosseinipour Mina C,8887
24602844,Ribaudo Heather J,25528
24602844,Swindells Susan,28212
24602844,Eron Joseph,5913
24602844,Chen Ying Q,3992
24602844,Wang Lei,30108
24602844,Ou San-San,23869
24602844,Anderson Maija,1148
24602844,McCauley Marybeth,16074
24602844,Gamble Theresa,6774
24602844,Mayer Kenneth H,15718
24602844,Eshleman Susan H,5934
24602844,Piwowar-Manning Estelle,24799
24602844,Mills Lisa A,16616
24602844,Gallant Joel,6754
24602844,Hoffman Irving,8745
24602844,Taha Taha E,28274
24602844,Nielsen-Saines Karin,20351
24602844,Celentano David,3725
24602844,Essex Max,5962
24602844,Havlir Diane,8425
24602844,Cohen Myron S,4421
24599120,Abegaz Berhanu M,104
24597487,Muindi Kanyiva,17562
24597487,Egondi Thaddaeus,5666
24597487,Kimani-Murage Elizabeth,11737
24597487,Rocklov Joacim,25724
24597487,Ng Nawi,19921
24596418,Khandwala Shivani,11284
24596418,Mwangi Tabitha W,18950
24596418,Uyoga Sophie,29227
24596418,Bejon Philip A,2281
24596418,Williams Thomas N,30937
24595029,Githuka George N,7416
24595029,Njoroge Peter K,20637
24595029,Musyoki Helgar,18322
24595029,Maina William,14796
24594896,Israel-Ballard Kiersten,9386
24594896,Waithaka Margaret,29747
24592882,Atwoli Lukoye,1535
24592882,Nock Matthew K,20762
24592882,Williams David R,30906
24592882,Stein Dan J,27884
24587800,Musyoki Stanslaus,18329
24587800,Mining Simeon,16642
24587800,Nyongesa Paul,21223
24587059,Nyasembe Vincent O,21151
24587059,Tchouassi David P,28453
24587059,Kirwa Hillary K,12191
24587059,Borgemeister Christian,2861
24587059,Torto Baldwyn,28938
24586753,King Lucy E,11851
24586753,Douglas-Hamilton Iain,5388
24586753,Vollrath Fritz,29489
24586433,Bernard Bett,2414
24586220,Poole Elizabeth Jane,24887
24586220,Kiara Henry,11353
24586220,Toye Philip G,28971
24586220,Mbole-Kariuki Mary Ndila,15873
24583652,Otieno Peter O,23778
24583615,Sokal David C,27634
24583615,Li Philip S,13760
24583615,Zulu Robert,31666
24583615,Awori Quentin D,1614
24583615,Combes Stephanie L,4486
24583615,Simba Raymond O,27290
24583615,Lee Richard,13566
24583615,Hart Catherine,8335
24583615,Perchal Paul,24561
24583615,Hawry Hayden J,8442
24583615,Bowa Kasonde,2955
24583615,Goldstein Marc,7583
24583615,Barone Mark A,2028
24582322,Kamuyu Gathoni,10406
24581473,Magabe Peter Chacha,14570
24581143,Ndwiga Charity,19766
24581143,Abuya Timothy,219
24581143,Mutemwa Richard,18385
24581143,Kimani James Kelly,11702
24581143,Colombini Manuela,4478
24581143,Mayhew Susannah,15720
24581143,Baird Averie,1811
24581143,Muia Ruth Wayua,17544
24581143,Kivunaga Jackline,12326
24581143,Warren Charlotte E,30393
24577789,Jemutai-Kimosop Selly,9607
24577789,Orata Francis O,23435
24577789,K'Owino Isaac O,9932
24577789,Getenga Zachary M,7049
24577188,Owiti Patrick O,24052
24577188,Penner Jeremy,24550
24577188,Oyanga Arbogast,24101
24577188,Huchko Megan,8972
24577188,Onchiri Frankline M,22992
24577188,Cohen Craig,4406
24577188,Bukusi Elizabeth A,3313
26816759,Barone Mark A,2028
26816759,Li Philip S,13760
26816759,Awori Quentin D,1614
26816759,Lee Richard,13566
26816759,Goldstein Marc,7583
24575413,Abegaz Berhanu,103
24572046,Mwololo Anthony,19194
24572046,Nyagol Joshua,20945
24572046,Rogena Emily,25758
24572046,Ochuk Willis,21619
24572046,Kimani Mary,11713
24572046,Onyango Noel,23271
24572046,Pacenti Lorenzo,24199
24572046,Santopietro Rosa,26414
24572046,Leoncini Lorenzo,13650
24572046,Mwanda Walter,18819
24571761,Maitland Kathryn,14836
24570798,van de Vijver Steven,31836
24570798,Akinyi Hilda,666
24570798,Oti Samuel,23649
24570798,Aboderin Isabella,131
24570798,Kyobutungi Catherine,13129
24570797,Karambu Shirley,10583
24570797,Matiru Viviene,15631
24570797,Kiptoo Michael,12071
24570797,Oundo Joseph,23945
24565167,Atwoli L,1534
24565167,Kessler R C,11196
24565156,Obare Francis,21351
24565156,Warren Charlotte,30392
24565156,Abuya Timothy,219
24565156,Askew Ian,1441
24565156,Bellows Ben,2315
24565152,Camlin Carol S,3558
24565152,Kwena Zachary A,13090
24565152,Dworkin Shari L,5561
24565152,Cohen Craig R,4407
24565152,Bukusi Elizabeth A,3313
24565019,Angwenyi Vibian,1210
24565019,Kamuya Dorcas,10403
24565019,Mwachiro Dorothy,18727
24565019,Kalama Betty,10190
24565019,Marsh Vicki,15328
24565019,Njuguna Patricia,20708
24565019,Molyneux Sassy,16955
24563656,Ayaya Samuel,1647
24563656,Ayuku David,1702
24562349,Shaffer Douglas,26893
24562349,Hughes Michael D,9006
24562349,Sawe Fredrick,26493
24562349,Bao Yajing,1935
24562349,Moses Agnes,17142
24562349,Hogg Evelyn,8762
24562349,Lockman Shahin,13995
24562349,Currier Judith,4749
24560256,Stone Geren S,27999
24560256,Tarus Titus,28400
24560256,Shikanga Mainard,27089
24560256,Biwott Benson,2654
24560256,Ngetich Thomas,20105
24560256,Andale Thomas,1112
24560256,Cheriro Betsy,4051
24560256,Aruasa Wilson,1379
24559537,Noor Abdisalan M,20784
24559537,Kinyoki Damaris K,11954
24559537,Mundia Clara W,17833
24559537,Kabaria Caroline W,9959
24559537,Mutua Jonesmus W,18587
24559537,Alegana Victor A,775
24559537,Snow Robert W,27602
24558782,Prata Ndola,24967
24558782,Holston Martine,8801
24558782,Fraser Ashley,6500
24558782,Melkamu Yilma,16328
24558778,Mainthia Rajshri,14820
24558778,Pearce Elizabeth C,24477
24558778,Cohen Jordan J,4413
24558778,Netterville James L,19848
24558452,Ong'ang'o Jane Rahedi,23062
24558452,Mwachari Christina,18718
24558452,Kipruto Hillary,12054
24558452,Karanja Simon,10626
24557949,Daniels Joseph,4855
24557949,Nduati Ruth,19687
24557949,Farquhar Carey,6121
24555539,Ayieko James,1668
24555539,Abuogi Lisa,199
24555539,Simchowitz Brett,27296
24555539,Bukusi Elizabeth A,3313
24555539,Smith Allan H,27539
24555539,Reingold Arthur,25458
24555424,Kipkore Wilson,12013
24555424,Wanjohi Bernard,30254
24555424,Rono Hillary,25835
24555424,Kigen Gabriel,11488
24553294,Feikin Daniel R,6183
24553294,Scott J Anthony G,26707
24553080,Kiara Henry,11353
24553080,Toye Phil,28969
24552246,Njenga Sammy M,20479
24552246,Mutungi Faith M,18642
24552246,Wamae Claire Njeri,29903
24552246,Mwanje Mariam T,19005
24552246,Njiru Kevin K,20549
24552246,Bockarie Moses J,2758
24551583,Naanyu Violet,19254
24551583,Some Fatma F,27665
24551583,Siika Abraham M,27235
24551260,Ciosi Marc,4301
24551260,Masiga Daniel K,15463
24549329,Toye Philip,28970
24549329,Musoke Antony,18271
24549329,Naessens Jan,19285
24535391,Khan Zeyaur R,11281
24535391,Midega Charles A O,16508
24535391,Pittchar Jimmy O,24796
24535391,Murage Alice W,17993
24535391,Birkett Michael A,2618
24535391,Bruce Toby J A,3228
24535391,Pickett John A,24716
24534810,Musuva Rosemary M,18301
24534810,Awiti Alphonce,1601
24534810,Omedo Martin,22775
24534810,Ogutu Michael,22113
24534810,Secor W Evan,26751
24534810,Montgomery Susan P,17003
24534810,Alaii Jane,735
24534810,Mwinzi Pauline N M,19160
24533216,Onywera V,23310
24533111,Kimurto Paul,11808
24524783,Hougendobler Daniel,8893
24524783,Wanjau Waruguru,30226
24524783,Lefebvre Alexandre,13588
24524783,Habibullah Nilofer Khan,8058
24524582,Saidi Hassan,26193
24524582,Mutiso Ben Kasyoka,18512
24524582,Ogengo Julius,22004
24522777,Goldstein Seth D,7585
24522777,Linden Allison,13890
24522777,Calland James Forrest,3544
24522777,Finlayson Samuel R G,6300
24522777,Jani Pankaj,9538
24522777,Klingensmith Mary,12371
24522777,Lewis Frank,13731
24522777,Malangoni Mark A,14978
24522777,Ogendo Stephen,21995
24522777,Riviello Robert,25644
24522777,Abdullah Fizan,83
24520365,Njenga Sammy M,20479
24520365,Ng'ang'a Paul M,19956
24520365,Mwanje Mariam T,19005
24520365,Bendera Fatuma S,2333
24519123,Wachira Juddy,29569
24519123,Middlestadt Susan,16504
24519123,Reece Michael,25400
24519123,Peng Chao-Ying Joanne,24541
24519123,Braitstein Paula,3004
24518640,Onsare Robert S,23168
24518640,MacLennan Calman A,14367
24518633,Misigo Dennis,16715
24518633,Mwaengo Dufton,18738
24518633,Mburu David,15973
24517198,Khagayi Sammy,11232
24517198,Tate Jacqueline E,28403
24517198,Onkoba Reuben,23150
24517198,Parashar Umesh,24293
24517198,Odhiambo Frank,21743
24517198,Burton Deron,3394
24517198,Laserson Kayla,13418
24517198,Feikin Daniel R,6183
24516075,Otieno Fredrick Odhiambo,23722
24516075,Ndivo Richard,19651
24516075,Oswago Simon,23611
