Pmid 	 Journal 	 Year 	 Month
12630489	East African medical journal	2002	11
12630490	East African medical journal	2002	11
12630491	East African medical journal	2002	11
12630493	East African medical journal	2002	11
12630497	East African medical journal	2002	11
12635755	East African medical journal	2002	10
12635756	East African medical journal	2002	10
12635757	East African medical journal	2002	10
12635758	East African medical journal	2002	10
12635760	East African medical journal	2002	10
12635761	East African medical journal	2002	10
12635762	East African medical journal	2002	10
12636362	Tropical animal health and production	2003	2
12638804	East African medical journal	2002	1
12638805	East African medical journal	2002	1
12638807	East African medical journal	2002	1
12638808	East African medical journal	2002	1
12638814	East African medical journal	2002	1
12638816	East African medical journal	2002	1
12638823	East African medical journal	2002	6
12638830	East African medical journal	2002	7
12638831	East African medical journal	2002	7
12638833	East African medical journal	2002	7
12638835	East African medical journal	2002	7
12638836	East African medical journal	2002	7
12638839	East African medical journal	2002	8
12638840	East African medical journal	2002	8
12638846	East African medical journal	2002	8
12638849	East African medical journal	2002	8
12643233	East African medical journal	2002	6
12643865	The Journal of infection	2003	4
12644333	Health policy (Amsterdam, Netherlands)	2003	4
12647241	Mammalian genome : official journal of the International Mammalian Genome Society	2003	3
12648820	Journal of ethnopharmacology	2003	2
12650600	Mycopathologia	2002	1
12665134	Journal of the South African Veterinary Association	2002	12
12665444	International journal of STD & AIDS	2003	3
12678446	East African medical journal	2002	12
12678447	East African medical journal	2002	12
12678448	East African medical journal	2002	12
12678450	East African medical journal	2002	12
12678451	East African medical journal	2002	12
12678452	East African medical journal	2002	12
12696017	The Journal of infectious diseases	2003	4
12703153	Disasters	2003	3
12710477	Poultry science	2003	4
12711108	Acta tropica	2003	4
12716721	Archives of disease in childhood	2003	1
12719811	Bulletin of environmental contamination and toxicology	2003	1
12727499	Fitoterapia	2003	4
12727503	Fitoterapia	2003	4
12731766	Water science and technology : a journal of the International Association on Water Pollution Research	2003	1
12733794	Ambio	2003	3
12736443	Chemical & pharmaceutical bulletin	2003	1
12736444	Chemical & pharmaceutical bulletin	2003	1
12745143	Acta tropica	2003	1
12749483	The American journal of tropical medicine and hygiene	2003	4
12749487	The American journal of tropical medicine and hygiene	2003	4
12749491	The American journal of tropical medicine and hygiene	2003	4
12749493	The American journal of tropical medicine and hygiene	2003	4
12749496	The American journal of tropical medicine and hygiene	2003	4
12749497	The American journal of tropical medicine and hygiene	2003	4
12749498	The American journal of tropical medicine and hygiene	2003	4
12749501	The American journal of tropical medicine and hygiene	2003	4
12755235	East African medical journal	2003	1
12755239	East African medical journal	2003	1
12755240	East African medical journal	2003	1
12755241	East African medical journal	2003	1
12755243	East African medical journal	2003	1
12755807	British journal of clinical pharmacology	2003	1
12756463	Bulletin of environmental contamination and toxicology	2003	6
12756616	Archives of virology	2003	6
12757000	The journal of the Royal College of Physicians of Edinburgh	2003	1
12764512	Bulletin of the World Health Organization	2003	1
12765710	Social science & medicine (1982)	2003	7
12769917	Journal of insect physiology	1997	2
12769932	Journal of insect physiology	1997	2
12770225	Journal of insect physiology	2000	3
12770595	Phytochemistry	2003	6
12770606	Phytochemistry	2003	6
12771430	The Journal of general virology	2003	6
12772486	Injury control and safety promotion	NA	NA
12781405	European journal of obstetrics, gynecology, and reproductive biology	2003	6
12781475	Veterinary parasitology	2003	1
12788285	Journal of invertebrate pathology	2003	6
12788961	QJM : monthly journal of the Association of Physicians	2003	6
12789086	African health sciences	2003	4
12789113	African health sciences	2002	4
12791880	Journal of clinical microbiology	2003	6
12797417	Tropical animal health and production	2003	6
12805473	Journal of virology	2003	7
12805560	Proceedings of the National Academy of Sciences of the United States of America	2003	6
12812352	The American journal of tropical medicine and hygiene	2003	1
12815616	Journal of biochemical and molecular toxicology	2003	1
12818911	Archives of disease in childhood	2003	7
12819514	AIDS (London, England)	2003	1
12821454	Antimicrobial agents and chemotherapy	2003	7
12822942	Journal of agricultural and food chemistry	2003	7
12823626	Journal of medical primatology	2003	6
12823635	Journal of medical primatology	2003	4
12825663	Journal of the American Mosquito Control Association	2003	6
12825678	The Onderstepoort journal of veterinary research	2003	3
12830604	South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde	2003	1
12832033	The Journal of nutritional biochemistry	2003	1
12836739	Journal of the South African Veterinary Association	2003	3
12839085	Mayo Clinic proceedings	2003	7
1284342	East African medical journal	1992	11
12845928	American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists	2003	6
12847980	Reflections on nursing leadership	2003	1
12848783	British journal of clinical pharmacology	2003	7
12854087	The Journal of infectious diseases	2003	7
12858891	East African medical journal	2000	3
12858893	East African medical journal	2000	3
12858900	East African medical journal	2000	4
12858908	East African medical journal	2000	4
12858914	East African medical journal	2000	1
12858916	East African medical journal	2000	1
12858920	East African medical journal	2000	1
12858923	East African medical journal	2000	1
12858926	East African medical journal	2000	6
12858927	East African medical journal	2000	6
12858932	East African medical journal	2000	6
12858933	East African medical journal	2000	6
12858935	East African medical journal	2000	6
1286116	International journal of STD & AIDS	NA	NA
12862065	East African medical journal	2000	8
12862070	East African medical journal	2000	8
12862115	East African medical journal	2000	12
12862119	East African medical journal	2000	10
12862123	East African medical journal	2000	10
12862134	East African medical journal	2000	9
12862155	East African medical journal	2000	7
12862156	East African medical journal	2000	7
12862158	East African medical journal	2000	7
12862159	East African medical journal	2000	7
12862412	Asia-Pacific journal of public health	2002	1
1286629	East African medical journal	1992	9
1286636	East African medical journal	1992	9
1286637	East African medical journal	1992	9
1286638	East African medical journal	1992	9
12866795	Parasitology	2003	6
12868516	Medicine, conflict, and survival	NA	NA
1287906	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
1287917	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
1288429	Annals of tropical medicine and parasitology	1992	10
12887036	The American journal of tropical medicine and hygiene	2003	6
12889240	South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie	2003	1
12898424	Planta medica	2003	7
12901938	Trends in parasitology	2003	8
12908741	Nutrition reviews	2003	6
12913797	African health sciences	2003	8
12918798	East African medical journal	2003	4
12918804	East African medical journal	2003	4
12918805	East African medical journal	2003	4
12918806	East African medical journal	2003	4
12921156	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2003	8
12929882	Journal of tropical pediatrics	2003	8
1293725	Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ)	1992	12
12946425	Phytochemistry	2003	9
12953735	East African medical journal	2003	6
12953737	East African medical journal	2003	6
12953739	East African medical journal	2003	6
12953740	East African medical journal	2003	6
12953742	East African medical journal	2003	6
12953745	East African medical journal	2003	6
12960829	AIDS (London, England)	2003	9
12967051	Journal of the South African Veterinary Association	2003	6
12968992	British journal of clinical pharmacology	2003	10
12971649	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2003	9
12971650	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2003	9
1298612	East African medical journal	1992	11
1298613	East African medical journal	1992	11
1298615	East African medical journal	1992	11
1298619	East African medical journal	1992	11
1298620	East African medical journal	1992	11
1298622	East African medical journal	1992	11
1298627	East African medical journal	1992	12
1298628	East African medical journal	1992	12
1298631	East African medical journal	1992	12
1298639	East African medical journal	1992	12
1304711	Annals of tropical medicine and parasitology	1992	12
1305346	Tropical animal health and production	1992	11
1305348	Tropical animal health and production	1992	11
1305855	Revue scientifique et technique (International Office of Epizootics)	1992	12
1305862	Revue scientifique et technique (International Office of Epizootics)	1992	12
1306914	Tropical animal health and production	1992	2
13129545	Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract	NA	NA
1319624	Veterinary microbiology	1992	4
1329164	Research in veterinary science	1992	7
1332221	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
1343691	Memorias do Instituto Oswaldo Cruz	1992	1
1344275	African dental journal : official publication of the Federation of African Dental Associations = Journal dentaire africain	1992	1
