Pmid 	 Journal 	 Year 	 Month
19277444	Bulletin of environmental contamination and toxicology	2009	6
19284626	BMC health services research	2009	3
1928563	The American journal of tropical medicine and hygiene	1991	9
19287544	Community eye health	2008	12
1928904	American journal of veterinary research	1991	8
19289830	Proceedings of the National Academy of Sciences of the United States of America	2009	3
1931184	Genetic analysis, techniques and applications	1991	8
19318094	Experimental parasitology	2009	7
19323591	PLoS medicine	2009	3
19326704	Journal of vector borne diseases	2009	3
19326710	Journal of vector borne diseases	2009	3
19327052	AIDS research and human retroviruses	2009	3
19329200	Preventive veterinary medicine	2009	6
1933171	British journal of urology	1991	10
19333368	PLoS neglected tropical diseases	2009	1
19339898	Journal of acquired immune deficiency syndromes (1999)	2009	1
1934052	The Central African journal of medicine	1991	4
19341536	Annals of tropical medicine and parasitology	2009	4
19346273	Health policy and planning	2009	7
19346368	The American journal of tropical medicine and hygiene	2009	4
19346388	The American journal of tropical medicine and hygiene	2009	4
19346392	The American journal of tropical medicine and hygiene	2009	4
19347756	Substance abuse	NA	NA
1935730	East African medical journal	1991	1
1935731	East African medical journal	1991	1
19357759	African health sciences	2008	6
19364853	Antimicrobial agents and chemotherapy	2009	7
19371407	Malaria journal	2009	4
19371425	International journal of health geographics	2009	4
19374313	East African journal of public health	2008	12
19374317	East African journal of public health	2008	12
19377714	Bulletin of the World Health Organization	2009	3
1937812	Infection and immunity	1991	12
19384648	International journal of emergency medicine	2008	12
19386134	Reproductive health	2009	4
1940495	International journal of oral and maxillofacial surgery	1991	8
19405863	The Journal of infectious diseases	2009	6
19405971	BMC international health and human rights	2009	4
19407116	The American journal of tropical medicine and hygiene	2009	1
19412535	PloS one	2009	1
19413204	East African medical journal	2008	11
19413210	East African medical journal	2008	11
19413212	East African medical journal	2008	12
19413214	East African medical journal	2008	12
19413216	East African medical journal	2008	12
19413219	East African medical journal	2008	12
1941915	Journal of medical entomology	1991	7
1941930	Journal of medical entomology	1991	9
19419333	The Journal of infectious diseases	2009	6
1942073	Journal of morphology	1991	1
19422726	International journal for equity in health	2009	1
19427295	Acta tropica	2009	9
19428010	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2009	7
19429353	Journal of ethnopharmacology	2009	1
1943163	Journal of ethnopharmacology	NA	NA
19434232	PLoS neglected tropical diseases	2009	1
19434352	Bulletin of environmental contamination and toxicology	2009	9
19434932	The Journal of infectious diseases	2009	3
19437176	Culture, health & sexuality	2009	6
19437309	Ophthalmic epidemiology	NA	NA
19438605	Clinical and experimental immunology	2009	6
19439097	Malaria journal	2009	1
19442668	Journal of insect physiology	2009	9
19443045	Veterinary immunology and immunopathology	2009	10
19444687	Culture, health & sexuality	2009	11
19449623	Journal of economic entomology	2009	4
19450282	Malaria journal	2009	1
19453470	Influenza and other respiratory viruses	2008	1
19454025	Malaria journal	2009	1
19457237	Human resources for health	2009	1
19457873	Sexually transmitted infections	2009	12
19461002	Science (New York, N.Y.)	2009	1
19473205	Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus	2010	2
19473488	BMC public health	2009	1
19475408	International orthopaedics	2009	10
19478247	The American journal of tropical medicine and hygiene	2009	6
19482798	American journal of men's health	2007	9
19484638	Culture, health & sexuality	2009	11
19484803	Clinical anatomy (New York, N.Y.)	2009	7
1948518	Sexually transmitted diseases	NA	NA
19486107	Developmental medicine and child neurology	2009	12
19487039	Preventive veterinary medicine	2009	8
19490738	The Proceedings of the Nutrition Society	2009	8
1949097	Studies in family planning	NA	NA
19491252	Journal of tropical pediatrics	2009	12
1949134	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
1949603	Veterinary research communications	1991	1
1949605	Veterinary research communications	1991	1
19501282	Journal of ethnopharmacology	2009	6
19504753	Journal of acquired immune deficiency syndromes (1999)	2009	6
19508802	Environmental entomology	2009	6
19514855	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2009	7
19516933	World psychiatry : official journal of the World Psychiatric Association (WPA)	2009	6
19517857	SADJ : journal of the South African Dental Association = tydskrif van die Suid-Afrikaanse Tandheelkundige Vereniging	2009	3
19524082	Acta tropica	2009	8
19527451	Parasite immunology	2009	7
19527714	Experimental parasitology	2009	10
19528269	Antimicrobial agents and chemotherapy	2009	9
19530541	East African medical journal	2009	1
19530542	East African medical journal	2009	1
19530543	East African medical journal	2009	1
19530548	East African medical journal	2009	1
19530549	East African medical journal	2009	1
19531235	Reproductive health	2009	6
19537413	East African medical journal	2008	9
19537414	East African medical journal	2008	9
19537415	East African medical journal	2008	9
19537416	East African medical journal	2008	9
19537418	East African medical journal	2008	9
19537419	East African medical journal	2008	9
19537420	East African medical journal	2008	9
19537423	East African medical journal	2008	10
19537424	East African medical journal	2008	10
19537426	East African medical journal	2008	10
19537427	East African medical journal	2008	10
19537428	East African medical journal	2008	10
19537429	East African medical journal	2008	10
1954802	Experimental & applied acarology	1991	8
19548257	Phytotherapy research : PTR	2010	1
19548833	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2009	8
19549342	Journal of the International AIDS Society	2009	6
19551234	Bulletin of the World Health Organization	2009	4
19555541	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2009	7
19555902	The Lancet. Infectious diseases	2009	7
19561201	The Journal of experimental biology	2009	7
19561504	Current opinion in psychiatry	2009	9
19567273	Parasitology international	2009	12
19573160	Tropical medicine & international health : TM & IH	2009	7
1957470	The Veterinary record	1991	8
1957488	Veterinary parasitology	1991	8
19578826	Die Naturwissenschaften	2009	10
19579054	Tropical animal health and production	2010	2
19582362	Bulletin of environmental contamination and toxicology	2009	10
19584912	PloS one	2009	7
19588040	African journal of psychiatry	2008	8
19588043	African journal of psychiatry	2008	8
1959018	The British veterinary journal	NA	NA
19596769	Infection and immunity	2009	9
19602488	Journal of tropical pediatrics	2010	4
19604369	Malaria journal	2009	7
1960773	Journal of tropical pediatrics	1991	8
19610411	Journal of economic entomology	2009	6
19617708	Human vaccines	2009	9
19617943	Primary care companion to the Journal of clinical psychiatry	2009	1
19618796	Public health reports (Washington, D.C. : 1974)	NA	NA
19627588	Implementation science : IS	2009	7
19627590	Implementation science : IS	2009	7
19627591	Implementation science : IS	2009	7
19627594	Implementation science : IS	2009	7
19629366	Bulletin of environmental contamination and toxicology	2009	11
19632103	Waste management (New York, N.Y.)	2009	10
19637064	Culture, health & sexuality	2009	11
19640288	BMC public health	2009	7
19645294	Journal of medical entomology	2009	7
19647844	Transactions of the Royal Society of Tropical Medicine and Hygiene	2009	10
19649245	PloS one	2009	7
19649371	Bulletin of the World Health Organization	2009	7
19650883	British journal of haematology	2009	9
1965455	Parasitology	1990	12
1965787	Blood cells	1990	1
19665980	Acta tropica	2009	11
19674477	Malaria journal	2009	8
19674769	Chemosphere	2009	10
1967506	Acta tropica	1990	1
1967509	Acta tropica	1990	1
1968018	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	1990	1
19680773	Tropical animal health and production	2010	2
19682331	Transfusion	2009	12
19687035	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2009	9
1968884	Immunology	1990	1
19691717	The Journal of school health	2009	9
19695001	Tropical medicine & international health : TM & IH	2009	10
1969704	Acta tropica	1990	2
19702099	East African medical journal	2009	3
19702101	East African medical journal	2009	3
19702808	International nursing review	2009	9
19709807	Journal of hazardous materials	2009	12
1971490	Acta tropica	1990	3
1971793	European journal of immunology	1990	4
1972088	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	1990	1
1972094	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	1990	1
19724081	Journal of vector borne diseases	2009	9
19724082	Journal of vector borne diseases	2009	9
19724086	Journal of vector borne diseases	2009	9
1972977	Molecular and biochemical parasitology	1990	1
1973045	Molecular biotherapy	1990	6
19732191	International journal of paediatric dentistry	2009	11
1973446	Journal of the American Mosquito Control Association	1990	6
19734602	Journal of infection in developing countries	2007	12
19734610	Journal of infection in developing countries	2007	12
19735939	Ecotoxicology and environmental safety	2010	1
19738333	Journal of infection in developing countries	2008	4
19745521	Journal of infection in developing countries	2008	12
19747721	Lancet (London, England)	2009	10
1975046	Lancet (London, England)	1990	9
19751145	AIDS research and human retroviruses	2009	9
19755737	Journal of infection in developing countries	2009	3
19755738	Journal of infection in developing countries	2009	3
19758480	Public health nutrition	2010	4
19759488	Journal of infection in developing countries	2009	1
19762973	Journal of infection in developing countries	2009	8
19763868	Tropical animal health and production	2010	3
1976471	Comparative biochemistry and physiology. A, Comparative physiology	1990	1
19768360	Bulletin of environmental contamination and toxicology	2009	11
19770151	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2009	10
19770282	Antimicrobial agents and chemotherapy	2009	12
19772596	Trials	2009	9
1977577	East African medical journal	1990	7
1977644	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	1990	11
19785779	Malaria journal	2009	9
19788358	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2009	11
19788755	Journal of the International AIDS Society	2009	9
19796380	BMC public health	2009	10
1979771	East African medical journal	1990	8
1980571	Acta tropica	1990	12
1980574	Acta tropica	1990	12
19806396	Current microbiology	2010	1
19806488	AIDS care	2009	6
1980802	Acta tropica	1990	10
1980803	Acta tropica	1990	10
1980869	Comparative biochemistry and physiology. C, Comparative pharmacology and toxicology	1990	1
19816254	The Journal of craniofacial surgery	2009	9
19818168	Malaria journal	2009	10
19818169	Malaria journal	2009	10
19820990	World journal of surgery	2010	3
19821048	Tropical animal health and production	2010	4
19823570	PLoS medicine	2009	10
19830178	Journal of medical case reports	2009	6
19835793	Journal of minimally invasive gynecology	NA	NA
19836964	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	2009	12
19840372	Malaria journal	2009	10
19845968	Malaria journal	2009	10
19850607	Tropical doctor	2010	1
19854222	Journal of virological methods	2010	2
19858570	Journal of infection in developing countries	2009	10
19860926	Malaria journal	2009	10
19861609	The American journal of tropical medicine and hygiene	2009	11
19863784	Annals of general psychiatry	2009	10
19863788	Malaria journal	2009	10
19875832	International journal of STD & AIDS	2009	11
19876552	Memorias do Instituto Oswaldo Cruz	2009	9
19879379	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	2010	8
19883400	Tropical medicine & international health : TM & IH	2010	1
1988508	The Journal of infectious diseases	1991	2
19887640	Proceedings of the National Academy of Sciences of the United States of America	2016	4
19892347	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2010	2
19892717	Human reproduction (Oxford, England)	2010	1
19894467	East African medical journal	2009	2
19894468	East African medical journal	2009	2
19894469	East African medical journal	2009	2
19894472	East African medical journal	2009	2
19894473	East African medical journal	2009	2
19894474	East African medical journal	2009	2
19898609	PLoS pathogens	2009	10
19902251	Parasitology research	2010	1
19907648	Journal of aging studies	2009	12
19912583	Transfusion	2010	3
1991468	European journal of biochemistry	1991	1
19914758	Social science & medicine (1982)	2010	2
19916053	Tropical animal health and production	2010	6
19917041	Animal genetics	2010	6
19918868	Clinical anatomy (New York, N.Y.)	2010	1
19918879	Clinical anatomy (New York, N.Y.)	2010	1
19924281	PloS one	2009	11
19925280	Disability and rehabilitation	2010	1
19925874	Anaerobe	2010	6
19930552	BMC infectious diseases	2009	11
19931832	The Journal of adolescent health : official publication of the Society for Adolescent Medicine	2009	12
19933785	Journal of tropical pediatrics	2010	8
19934561	Neurology India	NA	NA
19937381	Tropical animal health and production	2010	6
19939445	Lancet (London, England)	2009	12
19941526	Epilepsia	2009	12
19941604	Medical and veterinary entomology	2009	12
1994365	Parasitology research	1991	1
19945013	Travel medicine and infectious disease	2009	11
19946120	International journal for quality in health care : journal of the International Society for Quality in Health Care	2010	2
19948900	International journal of STD & AIDS	2009	12
19951363	Journal of child psychology and psychiatry, and allied disciplines	2010	6
19951424	Malaria journal	2009	12
19953442	Education for health (Abingdon, England)	2009	1
19954302	AIDS research and human retroviruses	2009	12
19956576	PloS one	2009	12
19959387	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	2010	6
19959853	Journal of vector borne diseases	2009	12
19960037	Eye (London, England)	2010	7
19962633	Reproductive health matters	2009	11
19962640	Reproductive health matters	2009	11
19962770	International journal of pediatric otorhinolaryngology	2010	1
1996775	The Anatomical record	1991	1
19967923	The Onderstepoort journal of veterinary research	2009	3
19967939	The Onderstepoort journal of veterinary research	2009	3
19967942	The Onderstepoort journal of veterinary research	2009	3
19995198	Ophthalmic epidemiology	NA	NA
19995507	European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry	2009	12
19996440	The American journal of tropical medicine and hygiene	2009	12
19996441	The American journal of tropical medicine and hygiene	2009	12
19996445	The American journal of tropical medicine and hygiene	2009	12
20000055	East African journal of public health	2009	4
20000061	East African journal of public health	2009	4
20000068	East African journal of public health	2009	4
20003178	BMC medicine	2009	12
20003478	BMC public health	2009	12
20004783	The Journal of allergy and clinical immunology	2009	12
2001715	Experientia	1991	2
20018734	Proceedings of the National Academy of Sciences of the United States of America	2009	12
20022938	The Journal of antimicrobial chemotherapy	2010	3
20028540	BMC health services research	2009	12
20033112	African journal of psychiatry	2009	11
20037643	PloS one	2009	12
20037644	PloS one	2009	12
20040104	BMC microbiology	2009	12
20040114	BMC infectious diseases	2009	12
20044208	Veterinary parasitology	2010	3
20051143	Malaria journal	2010	1
20052379	Global health action	2009	11
20056487	Trends in parasitology	2010	3
20061758	Indian journal of medical microbiology	NA	NA
20064654	The Science of the total environment	2010	3
20067507	Epilepsia	2010	1
20069067	Cases journal	2009	12
2007502	Folia primatologica; international journal of primatology	1991	1
20080442	Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology	2010	4
20081383	AIDS (London, England)	2009	11
20081393	AIDS (London, England)	2009	11
20082120	Experimental & applied acarology	2010	8
20084738	U.S. Army Medical Department journal	NA	NA
20084988	East African medical journal	2009	1
20084989	East African medical journal	2009	1
20084992	East African medical journal	2009	1
20084993	East African medical journal	2009	1
20084994	East African medical journal	2009	1
20084997	East African medical journal	2009	4
20084998	East African medical journal	2009	4
20084999	East African medical journal	2009	4
20085000	East African medical journal	2009	4
20085001	East African medical journal	2009	4
20085002	East African medical journal	2009	4
20085004	East African medical journal	2009	4
20085005	East African medical journal	2009	4
20085006	East African medical journal	2009	4
20087466	International journal of molecular sciences	2009	11
20087816	Population studies	2010	3
20089304	Child abuse & neglect	2010	1
20089695	International journal of epidemiology	2010	4
20094879	Die Naturwissenschaften	2010	3
20096106	BMC infectious diseases	2010	1
20096111	Malaria journal	2010	1
20096761	Journal of ethnopharmacology	2010	3
20100099	Ophthalmic epidemiology	NA	NA
20101810	African journal of psychiatry	2009	11
2010855	The Journal of parasitology	1991	4
20122886	Acta tropica	2010	1
20126620	PloS one	2010	1
20129800	Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology	NA	NA
20130799	International journal of biomaterials	2009	1
20142983	Middle East African journal of ophthalmology	2009	7
20146840	Environmental entomology	2010	2
20148159	World psychiatry : official journal of the World Psychiatric Association (WPA)	2010	2
20150048	Cold Spring Harbor protocols	2009	11
20150063	Cold Spring Harbor protocols	2009	11
20150064	Cold Spring Harbor protocols	2009	11
20150065	Cold Spring Harbor protocols	2009	11
20150066	Cold Spring Harbor protocols	2009	11
20150067	Cold Spring Harbor protocols	2009	11
20150490	Science (New York, N.Y.)	2010	2
20153931	Veterinary parasitology	2010	1
20161936	African journal of traditional, complementary, and alternative medicines : AJTCAM	2008	1
20162040	African journal of traditional, complementary, and alternative medicines : AJTCAM	2008	10
20162054	African journal of traditional, complementary, and alternative medicines : AJTCAM	2007	10
20162055	African journal of traditional, complementary, and alternative medicines : AJTCAM	2007	10
20162056	African journal of traditional, complementary, and alternative medicines : AJTCAM	2007	10
20169748	Journal of the South African Veterinary Association	2009	9
20170582	Journal of helminthology	2010	12
20171711	Virology	2010	4
20176370	The Journal of thoracic and cardiovascular surgery	2010	10
20182793	Tropical animal health and production	2010	8
20182971	Medical anthropology	2009	10
20183079	Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes	2009	9
2018486	The Biochemical journal	1991	4
20195548	PLoS computational biology	2010	2
20202199	Malaria journal	2010	3
20205916	Annals of general psychiatry	2010	2
20209011	African journal of traditional, complementary, and alternative medicines : AJTCAM	2009	3
2021061	Veterinary immunology and immunopathology	1991	1
2021067	Veterinary immunology and immunopathology	1991	1
2021068	Veterinary immunology and immunopathology	1991	1
20211967	Health policy and planning	2010	9
20212335	Journal of infection in developing countries	2010	3
20214758	Tropical medicine & international health : TM & IH	2010	1
20216563	European journal of clinical nutrition	2010	1
20224420	Journal of acquired immune deficiency syndromes (1999)	2010	1
20224648	Infectious diseases in obstetrics and gynecology	2009	1
20229322	Experimental & applied acarology	2010	9
20229411	The American journal of bioethics : AJOB	2010	3
20231419	Infection and immunity	2010	1
20231767	Journal of vector borne diseases	2010	3
20231776	Journal of vector borne diseases	2010	3
20233413	BMC public health	2010	3
20235051	Folia morphologica	2010	2
20235179	Clinical anatomy (New York, N.Y.)	2010	7
20236524	BMC medicine	2010	3
2026460	Immunogenetics	1991	1
20297760	Public health reports (Washington, D.C. : 1974)	NA	NA
20298261	Disasters	2010	7
20305317	Annals of transplantation	NA	NA
2033602	Journal of medical entomology	1991	1
2033603	Journal of medical entomology	1991	1
2033604	Journal of medical entomology	1991	1
20337552	Journal of insect science (Online)	2007	1
20337763	Journal of applied microbiology	2010	9
20345290	Journal of insect science (Online)	2008	1
20346687	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	2010	10
2034895	Research in veterinary science	1991	3
20349337	Journal of chemical ecology	2010	4
20350951	Antimicrobial agents and chemotherapy	2010	6
2035750	The American journal of tropical medicine and hygiene	1991	3
20358787	East African medical journal	2009	6
20358789	East African medical journal	2009	6
20358790	East African medical journal	2009	6
20358792	East African medical journal	2009	6
20358793	East African medical journal	2009	6
2036871	Child welfare	NA	NA
20368815	PloS one	2010	4
20371590	Archives of disease in childhood	2010	6
20372877	Bulletin of environmental contamination and toxicology	2010	1
20374478	Medical and veterinary entomology	2010	6
2038092	Journal of veterinary pharmacology and therapeutics	1991	3
20381886	Trends in pharmacological sciences	2010	6
20383606	Tropical animal health and production	2010	8
2038504	Parasitology	1991	2
2038765	Tropical animal health and production	1991	2
2038768	Tropical animal health and production	1991	2
2038819	Veterinary immunology and immunopathology	1991	2
20390489	AIDS care	2010	1
20390497	AIDS care	2010	2
20390943	Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes	2010	2
20391274	Substance abuse	2010	1
20392355	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2010	1
20392916	Journal of clinical microbiology	2010	6
20393956	The Cochrane database of systematic reviews	2010	4
20396606	The open tropical medicine journal	2008	1
20396608	International health	2009	9
20398182	Parasite immunology	2010	3
20398408	BMC pediatrics	2010	4
20398428	Malaria journal	2010	4
2039875	Bulletin of environmental contamination and toxicology	1991	1
20401502	Extremophiles : life under extreme conditions	2010	7
2040230	East African medical journal	1991	2
2040231	East African medical journal	1991	2
2040235	East African medical journal	1991	2
2040239	East African medical journal	1991	2
20403801	International perspectives on sexual and reproductive health	2010	3
20409294	Tropical medicine & international health : TM & IH	2010	4
20411680	Journal of health, population, and nutrition	2010	4
20417552	Lancet (London, England)	2010	7
20418799	The Pediatric infectious disease journal	2010	10
20419472	Tropical animal health and production	2010	10
20429490	South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde	2010	1
20429906	Reproductive health	2010	4
20430823	International journal for quality in health care : journal of the International Society for Quality in Health Care	2010	8
20434227	Preventive veterinary medicine	2010	7
20435133	Journal of ethnopharmacology	2010	7
20435788	Qualitative health research	2011	1
20438039	Journal of pediatric ophthalmology and strabismus	NA	NA
20440063	Journal of infection in developing countries	2010	1
20447661	Marine pollution bulletin	2010	7
20453556	Pediatric neurosurgery	2010	1
20454792	World journal of surgery	2010	9
20457586	Molecular biology and evolution	2010	10
2045800	Journal of the American Mosquito Control Association	1991	3
20464130	Revista do Instituto de Medicina Tropical de Sao Paulo	NA	NA
20466925	Science (New York, N.Y.)	2010	1
20467938	AIDS care	2010	6
20473244	Sexually transmitted diseases	2010	6
20478084	Epidemiology and infection	2011	3
20480777	The Journal of medical practice management : MPM	NA	NA
20482796	BMC pediatrics	2010	1
20485852	SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance	2009	11
20487428	Tropical medicine & international health : TM & IH	2010	7
20487430	Tropical medicine & international health : TM & IH	2010	7
20487606	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2010	6
20494502	Social science & medicine (1982)	2010	7
20499779	East African medical journal	2009	7
20499780	East African medical journal	2009	7
20499781	East African medical journal	2009	7
20499782	East African medical journal	2009	7
20499786	East African medical journal	2009	7
20501927	JAMA	2010	1
2050559	Journal of anatomy	1991	4
2050581	Journal of andrology	NA	NA
20507555	Malaria journal	2010	1
20507811	European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry	2010	6
2051052	International journal of oral and maxillofacial surgery	1991	4
20515508	Malaria journal	2010	6
20516285	Antimicrobial agents and chemotherapy	2010	8
20523858	Community eye health	2010	3
20523859	Community eye health	2010	3
20526196	Critical care medicine	2010	8
20526675	Tropical animal health and production	2010	12
2052856	Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ)	1991	3
20530796	Blood	2010	9
20533509	Clinical anatomy (New York, N.Y.)	2010	9
20539049	Journal of vector borne diseases	2010	6
20563883	Tropical animal health and production	2010	12
20565854	Malaria journal	2010	6
20566207	Journal of the neurological sciences	2010	9
20569137	Journal of insect science (Online)	2010	1
20569426	BMC genomics	2010	6
20569490	Child and adolescent psychiatry and mental health	2010	6
20573224	BMC infectious diseases	2010	6
20573278	Parasites & vectors	2010	6
20575310	East African medical journal	2009	8
20575311	East African medical journal	2009	8
20575312	East African medical journal	2009	8
20579998	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2010	10
20582590	Current microbiology	2011	1
20584266	International journal of mental health systems	2010	6
20587016	Health research policy and systems	2010	6
20587026	Population health metrics	2010	6
20587047	BMC infectious diseases	2010	6
20589536	Journal of urban health : bulletin of the New York Academy of Medicine	2011	6
20593187	Pediatric surgery international	2010	8
20594367	BMC health services research	2010	7
20594373	BMC health services research	2010	7
20595341	Global health promotion	2010	6
20600756	Journal of ethnopharmacology	2010	9
20601792	Journal of infection in developing countries	2010	6
20602147	EcoHealth	2010	12
2060478	East African medical journal	1991	1
2060479	East African medical journal	1991	1
2060482	East African medical journal	1991	1
20606226	International journal of STD & AIDS	2010	6
20608962	Epilepsia	2010	12
20614808	Natural product communications	2010	6
20619524	Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons	2010	11
20623266	Bulletin of environmental contamination and toxicology	2010	9
20624074	AIDS research and human retroviruses	2010	7
20624323	BMC public health	2010	7
20625549	PLoS medicine	2010	7
20628930	Global public health	2011	1
20633282	BMC medical ethics	2010	7
20645092	World journal of surgery	2010	10
20645990	Child: care, health and development	2011	3
20646195	Journal of veterinary pharmacology and therapeutics	2010	8
20647166	Epileptic disorders : international epilepsy journal with videotape	2010	9
20649957	Population health metrics	2010	7
20651951	International journal of tropical insect science	2006	12
20656722	Sexually transmitted infections	2010	11
20658406	International journal of injury control and safety promotion	2010	12
20660195	Journal of virology	2010	10
20670998	Journal of experimental botany	2010	10
20676238	International health	2009	12
20678462	Acta tropica	2010	11
20680125	Bulletin of the World Health Organization	2010	8
20682899	The American journal of tropical medicine and hygiene	2010	8
20682900	The American journal of tropical medicine and hygiene	2010	8
20682901	The American journal of tropical medicine and hygiene	2010	8
20682903	The American journal of tropical medicine and hygiene	2010	8
20682907	The American journal of tropical medicine and hygiene	2010	8
20682908	The American journal of tropical medicine and hygiene	2010	8
20682909	The American journal of tropical medicine and hygiene	2010	8
20684700	The Journal of infectious diseases	2010	9
20684701	The Journal of infectious diseases	2010	9
20687005	Substance abuse	2010	7
20689815	PLoS neglected tropical diseases	2010	8
20690277	African journal of reproductive health	2009	12
20691120	Malaria journal	2010	8
20694445	TheScientificWorldJournal	2010	8
2070267	Cahiers de sociologie et de demographie medicales	NA	NA
20703810	Tropical animal health and production	2011	1
20705339	Ecotoxicology and environmental safety	2010	10
20705516	The Lancet. Infectious diseases	2010	9
20705985	Journal of water and health	2010	12
20712897	Journal of ethnobiology and ethnomedicine	2010	8
20713389	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2010	9
20716797	American journal of clinical pathology	2010	9
20723600	Free radical biology & medicine	2010	11
20730445	Parasitology research	2011	6
20732997	Infection and immunity	2010	11
20738836	Vox sanguinis	2011	2
20738869	Parasites & vectors	2010	8
2076674	East African medical journal	1990	11
2076681	East African medical journal	1990	11
2076683	East African medical journal	1990	11
2076685	East African medical journal	1990	11
2076717	European journal of clinical pharmacology	1990	1
20799585	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	2010	6
20799679	Ambio	2010	6
20799996	Malaria journal	2010	8
20800525	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	2010	11
20801626	Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft	2010	9
20807685	Health policy (Amsterdam, Netherlands)	2010	10
20809178	Journal of urban health : bulletin of the New York Academy of Medicine	2011	6
20811526	African health sciences	2010	3
2081153	Frontiers of medical and biological engineering : the international journal of the Japan Society of Medical Electronics and Biological Engineering	1990	1
20813034	Malaria journal	2010	9
20813823	BMJ (Clinical research ed.)	2010	9
20822451	Annual review of entomology	2011	1
2082345	Placenta	NA	NA
20826591	Tropical doctor	2010	10
20828936	Veterinary parasitology	2010	11
20834086	Journal of vector borne diseases	2010	9
20834087	Journal of vector borne diseases	2010	9
2083519	East African medical journal	1990	12
2083520	East African medical journal	1990	12
20835912	Tropical animal health and production	2011	1
2084261	Journal of medical primatology	1990	1
20849650	Malaria journal	2010	9
20849774	World neurosurgery	2010	4
20853798	IRB	NA	NA
20854156	Medical teacher	2010	1
20854482	Insect molecular biology	2011	2
20865049	PloS one	2010	8
20865073	Bulletin of the World Health Organization	2010	9
20871388	AIDS (London, England)	2010	11
20876822	Clinical and vaccine immunology : CVI	2010	12
20877623	PloS one	2010	9
20878941	The British journal of surgery	2010	11
2088520	AIDS care	1990	1
20887104	Journal of neurosurgery. Pediatrics	2010	10
20889199	Lancet (London, England)	2010	10
20889879	The American journal of tropical medicine and hygiene	2010	10
2091335	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
2091361	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
20922412	Parasitology research	2011	3
20923577	BMC pediatrics	2010	10
20925939	BMC public health	2010	10
20929566	Trials	2010	10
20933491	Acta tropica	2011	9
20934833	Patient education and counseling	2010	12
20935369	Water science and technology : a journal of the International Association on Water Pollution Research	2010	1
20945109	Journal of urban health : bulletin of the New York Academy of Medicine	2011	6
20946093	Current HIV research	2010	10
20946628	BMC pregnancy and childbirth	2010	10
20946689	Malaria journal	2010	10
2094788	The Japanese journal of veterinary research	1990	12
20950148	AIDS research and human retroviruses	2011	3
20958538	Disasters	1983	6
20959873	Global health action	2010	9
20963484	Environmental monitoring and assessment	2011	8
20977741	Malaria journal	2010	10
20980070	Preventive veterinary medicine	2010	12
2098486	Journal of the American Mosquito Control Association	1990	12
2100082	Tropical and geographical medicine	1990	10
21029477	Malaria journal	2010	10
21034492	Malaria journal	2010	10
